bigg_id,ID
adpoh_e,adpoh_e
pa_hs_e,pa_hs_e
aracheth_e,aracheth_e
biliverd_e,cpd:C00500_e
C04717_e,C04717_e
C04805_e,cpd:C04805_e
C06315_e,cpd:C06315_e
C14769_e,cpd:C14769_e
C14770_e,cpd:C14770_e
C14825_e,cpd:C14825_e
CE1243_e,cpd:C20388_e
CE7082_e,CE7082_e
CE7172_e,CE7172_e
docohxeth_e,docohxeth_e
dodecanac_e,dodecanac_e
forglu_e,cpd:C00439_e
HC00900_e,cpd:C02170_e
hepdeceth_e,hepdeceth_e
hexdeceeth_e,hexdeceeth_e
hmcr_e,hmcr_e
hxcoa_e,hxcoa_e
leuktrB4woh_e,leuktrB4woh_e
lineth_e,lineth_e
lthstrl_e,lthstrl_e
mev__R_e,cpd:C00418_e
mi1p__D_e,cpd:C01177_e
Nacasp_e,Nacasp_e
pendecaeth_e,pendecaeth_e
saccrp__L_e,cpd:C00449_e
sphmyln180241_hs_e,sphmyln180241_hs_e
sphmyln18114_hs_e,sphmyln18114_hs_e
sphmyln18116_hs_e,sphmyln18116_hs_e
sphmyln18118_hs_e,sphmyln18118_hs_e
sphmyln18120_hs_e,sphmyln18120_hs_e
sphmyln181201_hs_e,sphmyln181201_hs_e
sphmyln18121_hs_e,sphmyln18121_hs_e
sphmyln18122_hs_e,sphmyln18122_hs_e
sphmyln181221_hs_e,sphmyln181221_hs_e
steeth_e,steeth_e
tetdeca511ac_e,tetdeca511ac_e
thrnt_e,thrnt_e
tmlys_e,cpd:C03793_e
urcan_e,cpd:C00785_e
hxa_m,cpd:C01585_m
acile__L_c,acile__L_c
acile__L_e,acile__L_e
acleu__L_c,acleu__L_c
acleu__L_e,acleu__L_e
achom__L_m,achom__L_m
estriol_e,cpd:C05141_e
7klitchol_c,7klitchol_c
bz_m,cpd:C00180_m
bzcoa_m,bzcoa_m
pcresol_c,pcresol_c
pcresol_e,pcresol_e
C05300_e,cpd:C05300_e
dhbpt_e,dhbpt_e
alalysthr_e,alalysthr_e
argalaala_e,argalaala_e
argalathr_e,argalathr_e
argarg_e,argarg_e
arggluglu_e,arggluglu_e
argglupro_e,argglupro_e
argphearg_e,argphearg_e
argprothr_e,argprothr_e
argserser_e,argserser_e
argvalcys_e,argvalcys_e
asnasnarg_e,asnasnarg_e
asnpheasp_e,asnpheasp_e
asntyrgly_e,asntyrgly_e
asntyrphe_e,asntyrphe_e
aspasnglu_e,aspasnglu_e
aspglupro_e,aspglupro_e
asphiscys_e,asphiscys_e
asplysglu_e,asplysglu_e
asplyshis_e,asplyshis_e
aspvalasn_e,aspvalasn_e
cysasnmet_e,cysasnmet_e
cyscys_e,cyscys_e
cysglnmet_e,cysglnmet_e
cysgluhis_e,cysgluhis_e
cysglutrp_e,cysglutrp_e
cysleuthr_e,cysleuthr_e
cystyrasn_e,cystyrasn_e
glnasngln_e,glnasngln_e
glnlyslys_e,glnlyslys_e
glnproglu_e,glnproglu_e
glntrpglu_e,glntrpglu_e
glntyrleu_e,glntyrleu_e
gluilelys_e,gluilelys_e
gluleu_e,gluleu_e
glumet_e,glumet_e
glumethis_e,glumethis_e
gluthrlys_e,gluthrlys_e
glutrpala_e,glutrpala_e
glyhisasn_e,glyhisasn_e
glyhislys_e,glyhislys_e
glylyscys_e,glylyscys_e
hisargser_e,hisargser_e
hisglnala_e,hisglnala_e
hisglu_e,hisglu_e
hishislys_e,hishislys_e
hislysala_e,hislysala_e
hislysglu_e,hislysglu_e
hislysile_e,hislysile_e
hislysthr_e,hislysthr_e
hismetgln_e,hismetgln_e
hisphearg_e,hisphearg_e
hisprolys_e,hisprolys_e
histrphis_e,histrphis_e
ileasp_e,ileasp_e
ileglyarg_e,ileglyarg_e
ileprolys_e,ileprolys_e
ileserarg_e,ileserarg_e
leuasnasp_e,leuasnasp_e
leuasplys_e,leuasplys_e
leuleutrp_e,leuleutrp_e
leuproarg_e,leuproarg_e
leutyrtyr_e,leutyrtyr_e
leuval_e,leuval_e
lyscyshis_e,lyscyshis_e
lysglnphe_e,lysglnphe_e
lyslyslys_e,lyslyslys_e
lystrparg_e,lystrparg_e
lystyrile_e,lystyrile_e
lysvaltrp_e,lysvaltrp_e
metglntyr_e,metglntyr_e
metglyarg_e,metglyarg_e
methislys_e,methislys_e
mettrpphe_e,mettrpphe_e
pheasp_e,pheasp_e
pheglnphe_e,pheglnphe_e
pheleuhis_e,pheleuhis_e
phelysala_e,phelysala_e
phelyspro_e,phelyspro_e
phepheasn_e,phepheasn_e
phephethr_e,phephethr_e
pheproarg_e,pheproarg_e
phesertrp_e,phesertrp_e
proglnpro_e,proglnpro_e
proglulys_e,proglulys_e
prohis_e,prohis_e
prolyspro_e,prolyspro_e
protrplys_e,protrplys_e
protrpthr_e,protrpthr_e
provalgln_e,provalgln_e
sercysarg_e,sercysarg_e
serglyglu_e,serglyglu_e
serlyshis_e,serlyshis_e
serphelys_e,serphelys_e
sertrphis_e,sertrphis_e
thrglnglu_e,thrglnglu_e
thrglntyr_e,thrglntyr_e
thrhishis_e,thrhishis_e
thrserarg_e,thrserarg_e
thrtyrmet_e,thrtyrmet_e
trpargala_e,trpargala_e
trpaspasp_e,trpaspasp_e
trpgluleu_e,trpgluleu_e
trpglupro_e,trpglupro_e
trpglyphe_e,trpglyphe_e
trpglyval_e,trpglyval_e
trpiletrp_e,trpiletrp_e
trpmetarg_e,trpmetarg_e
trpphe_e,trpphe_e
trpprogly_e,trpprogly_e
trpproleu_e,trpproleu_e
trpproval_e,trpproval_e
trpsertyr_e,trpsertyr_e
trpthrile_e,trpthrile_e
trpthrtyr_e,trpthrtyr_e
trptyrgln_e,trptyrgln_e
tyrargglu_e,tyrargglu_e
tyrasparg_e,tyrasparg_e
tyrglu_e,tyrglu_e
valhisasn_e,valhisasn_e
vallystyr_e,vallystyr_e
valphearg_e,valphearg_e
valprotrp_e,valprotrp_e
valtrpphe_e,valtrpphe_e
valtrpval_e,valtrpval_e
alalysthr_c,alalysthr_c
argalaala_c,argalaala_c
argalathr_c,argalathr_c
argarg_c,argarg_c
arggluglu_c,arggluglu_c
argglupro_c,argglupro_c
argphearg_c,argphearg_c
argprothr_c,argprothr_c
argserser_c,argserser_c
argvalcys_c,argvalcys_c
asnasnarg_c,asnasnarg_c
asnpheasp_c,asnpheasp_c
asntyrgly_c,asntyrgly_c
asntyrphe_c,asntyrphe_c
aspasnglu_c,aspasnglu_c
aspglupro_c,aspglupro_c
asphiscys_c,asphiscys_c
asplysglu_c,asplysglu_c
asplyshis_c,asplyshis_c
aspvalasn_c,aspvalasn_c
cysasnmet_c,cysasnmet_c
cyscys_c,cyscys_c
cysglnmet_c,cysglnmet_c
cysgluhis_c,cysgluhis_c
cysglutrp_c,cysglutrp_c
cysleuthr_c,cysleuthr_c
cystyrasn_c,cystyrasn_c
glnasngln_c,glnasngln_c
glnlyslys_c,glnlyslys_c
glnproglu_c,glnproglu_c
glntrpglu_c,glntrpglu_c
glntyrleu_c,glntyrleu_c
gluilelys_c,gluilelys_c
gluleu_c,gluleu_c
glumet_c,glumet_c
glumethis_c,glumethis_c
gluthrlys_c,gluthrlys_c
glutrpala_c,glutrpala_c
glyhisasn_c,glyhisasn_c
glyhislys_c,glyhislys_c
glylyscys_c,glylyscys_c
hisargser_c,hisargser_c
hisglnala_c,hisglnala_c
hisglu_c,hisglu_c
hishislys_c,hishislys_c
hislysala_c,hislysala_c
hislysglu_c,hislysglu_c
hislysile_c,hislysile_c
hislysthr_c,hislysthr_c
hismetgln_c,hismetgln_c
hisphearg_c,hisphearg_c
hisprolys_c,hisprolys_c
histrphis_c,histrphis_c
ileasp_c,ileasp_c
ileglyarg_c,ileglyarg_c
ileprolys_c,ileprolys_c
ileserarg_c,ileserarg_c
leuasnasp_c,leuasnasp_c
leuasplys_c,leuasplys_c
leuleutrp_c,leuleutrp_c
leuproarg_c,leuproarg_c
leutyrtyr_c,leutyrtyr_c
leuval_c,leuval_c
lyscyshis_c,lyscyshis_c
lysglnphe_c,lysglnphe_c
lyslyslys_c,lyslyslys_c
lystrparg_c,lystrparg_c
lystyrile_c,lystyrile_c
lysvaltrp_c,lysvaltrp_c
metglntyr_c,metglntyr_c
metglyarg_c,metglyarg_c
methislys_c,methislys_c
mettrpphe_c,mettrpphe_c
pheasp_c,pheasp_c
pheglnphe_c,pheglnphe_c
pheleuhis_c,pheleuhis_c
phelysala_c,phelysala_c
phelyspro_c,phelyspro_c
phepheasn_c,phepheasn_c
phephethr_c,phephethr_c
pheproarg_c,pheproarg_c
phesertrp_c,phesertrp_c
proglnpro_c,proglnpro_c
proglulys_c,proglulys_c
prohis_c,prohis_c
prolyspro_c,prolyspro_c
protrplys_c,protrplys_c
protrpthr_c,protrpthr_c
provalgln_c,provalgln_c
sercysarg_c,sercysarg_c
serglyglu_c,serglyglu_c
serlyshis_c,serlyshis_c
serphelys_c,serphelys_c
sertrphis_c,sertrphis_c
thrglnglu_c,thrglnglu_c
thrglntyr_c,thrglntyr_c
thrhishis_c,thrhishis_c
thrserarg_c,thrserarg_c
thrtyrmet_c,thrtyrmet_c
trpargala_c,trpargala_c
trpaspasp_c,trpaspasp_c
trpgluleu_c,trpgluleu_c
trpglupro_c,trpglupro_c
trpglyphe_c,trpglyphe_c
trpglyval_c,trpglyval_c
trpiletrp_c,trpiletrp_c
trpmetarg_c,trpmetarg_c
trpphe_c,trpphe_c
trpprogly_c,trpprogly_c
trpproleu_c,trpproleu_c
trpproval_c,trpproval_c
trpsertyr_c,trpsertyr_c
trpthrile_c,trpthrile_c
trpthrtyr_c,trpthrtyr_c
trptyrgln_c,trptyrgln_c
tyrargglu_c,tyrargglu_c
tyrasparg_c,tyrasparg_c
tyrglu_c,tyrglu_c
valhisasn_c,valhisasn_c
vallystyr_c,vallystyr_c
valphearg_c,valphearg_c
valprotrp_c,valprotrp_c
valtrpphe_c,valtrpphe_c
valtrpval_c,valtrpval_c
xolest183_hs_c,xolest183_hs_c
xolest205_hs_c,xolest205_hs_c
sphmyln_hs_e,sphmyln_hs_e
gncore1_c,gncore1_c
gncore1_e,gncore1_e
pglyc_hs_m,pglyc_hs_m
core7_e,core7_e
mqn10_c,mqn10_c
mqn10_e,mqn10_e
mqn11_c,mqn11_c
mqn11_e,mqn11_e
mqn7_e,mqn7_e
sTn_antigen_e,sTn_antigen_e
CE2934_e,CE2934_e
dxtrn_e,dxtrn_e
thcholstoic_e,thcholstoic_e
xol7ah3_e,xol7ah3_e
xol7aone_e,xol7aone_e
xoldiolone_e,xoldiolone_e
7klitchol_e,7klitchol_e
mqn8_e,mqn8_e
3mox4hoxm_e,3mox4hoxm_e
actyr_m,actyr_m
sucaceto_c,sucaceto_c
sucaceto_e,sucaceto_e
vanilpyr_c,vanilpyr_c
vanillac_c,vanillac_c
CE2176_m,CE2176_m
nacvanala_m,nacvanala_m
vanillac_e,vanillac_e
2h3mv_c,2h3mv_c
2h3mv_e,2h3mv_e
2m3hbu_m,2m3hbu_m
2m3ovcoa_m,2m3ovcoa_m
2m3ovac_m,2m3ovac_m
2m3hvac_c,2m3hvac_c
2m3hvac_e,2m3hvac_e
3h3mglt_c,3h3mglt_c
3h3mglt_e,3h3mglt_e
3mglutac_m,3mglutac_m
ppiogly_m,ppiogly_m
tiggly_m,tiggly_m
3ohglutac_m,3ohglutac_m
glutacoa_m,glutacoa_m
glutcon_m,glutcon_m
3hivac_c,3hivac_c
3hivac_e,3hivac_e
3hadpac_x,3hadpac_x
3hadpac_c,3hadpac_c
3hadpac_e,3hadpac_e
3ohsebcoa_x,3ohsebcoa_x
5ohhexa_c,5ohhexa_c
5ohhexa_e,5ohhexa_e
7ohocata_c,7ohocata_c
7ohocata_e,7ohocata_e
ethmalcoa_c,ethmalcoa_c
ethmalac_c,ethmalac_c
ethmalac_e,ethmalac_e
methsucc_c,methsucc_c
methsucc_e,methsucc_e
subgly_c,subgly_c
subgly_e,subgly_e
4ohbut_c,4ohbut_c
4ohbut_e,4ohbut_e
peste_hs_c,peste_hs_c
2hydog_c,2hydog_c
2hydog_e,2hydog_e
thexdd_m,thexdd_m
hexdtr_m,hexdtr_m
hpdececoa_m,hpdececoa_m
hpdece_c,hpdece_c
hpdece_e,hpdece_e
eic21114tr_c,eic21114tr_c
eic21114tr_e,eic21114tr_e
5eipenc_m,5eipenc_m
andrstndn_e,andrstndn_e
andrstandn_c,andrstandn_c
andrstandn_e,andrstandn_e
C05301_e,cpd:C05301_e
C05299_e,cpd:C05299_e
CE5072_e,CE5072_e
11docrtstrn_e,11docrtstrn_e
prgnlone_e,cpd:C01953_e
CE2211_e,cpd:C15484_e
17ahprgnlone_e,17ahprgnlone_e
C03681_e,cpd:C03681_e
CE4890_e,CE4890_e
C09642_e,cpd:C09642_e
ppp9_e,cpd:C02191_e
trypta_e,cpd:C00398_e
selmeth_e,cpd:C05335_e
CE7096_e,CE7096_e
CE4877_e,CE4877_e
CE1447_e,cpd:C05964_e
C05770_e,C05770_e
1a25dhvitd3_e,1a25dhvitd3_e
CE1310_c,cpd:C06809_c
CE1310_e,cpd:C06809_e
CE7081_c,CE7081_c
CE7081_e,CE7081_e
12harachd_e,12harachd_e
18harachd_c,18harachd_c
18harachd_e,18harachd_e
sql_e,cpd:C00751_e
orn__D_c,cpd:C00515_c
orn__D_e,cpd:C00515_e
5g2oxpt_e,cpd:C03771_e
xol27oh_e,xol27oh_e
chsterols_e,chsterols_e
3ityr__L_e,3ityr__L_e
CE1617_e,cpd:C15493_e
HC00005_e,HC00005_e
HC00006_e,HC00006_e
HC00008_e,HC00008_e
HC00009_e,HC00009_e
ldl_hs_e,ldl_hs_e
myelin_hs_c,myelin_hs_c
fna5moxam_e,fna5moxam_e
CE5643_e,cpd:C16845_e
melatn_e,melatn_e
C10164_e,C10164_e
C05767_e,C05767_e
ppbng_e,cpd:C00931_e
ametam_e,cpd:C01137_e
CE0737_e,cpd:C19440_e
sphings_e,sphings_e
im4ac_e,cpd:C02835_e
C13856_e,cpd:C13856_e
coke_e,coke_e
coke_c,coke_c
dopa4sf_c,dopa4sf_c
dopa4glcur_c,dopa4glcur_c
dopa4sf_e,dopa4sf_e
dopa4glcur_e,dopa4glcur_e
CE5026_e,CE5026_e
CE1261_e,CE1261_e
6hddopaqn_c,6hddopaqn_c
23dh1i56dio_c,23dh1i56dio_c
CE5025_e,CE5025_e
CE2172_e,CE2172_e
Rtotal_r,Rtotal_r
sphgn_g,cpd:C00836_g
dhcrm_hs_g,dhcrm_hs_g
phsphings_g,phsphings_g
phcrm_hs_r,phcrm_hs_r
galgluside_hs_e,galgluside_hs_e
gm2_hs_l,gm2_hs_l
gd2_hs_l,gd2_hs_l
gd1b_hs_l,gd1b_hs_l
phcrm_hs_c,phcrm_hs_c
gm3_hs_e,gm3_hs_e
ga1_hs_e,ga1_hs_e
gd3_hs_l,gd3_hs_l
thcrm_hs_l,thcrm_hs_l
gm1_hs_e,gm1_hs_e
gm1_hs_c,gm1_hs_c
gd1a_hs_c,gd1a_hs_c
ga1_hs_c,ga1_hs_c
ga2_hs_c,ga2_hs_c
gm1b_hs_e,gm1b_hs_e
gd1a_hs_e,gd1a_hs_e
dag_hs_g,cpd:C00165_g
phsph1p_c,phsph1p_c
sphs1p_n,sphs1p_n
sphgn_n,cpd:C00836_n
cholp_n,cpd:C00588_n
gd3_hs_m,gd3_hs_m
15HPET_x,15HPET_x
M01807_e,M01807_e
M00503_e,M00503_e
M00241_e,M00241_e
M00003_e,M00003_e
M00017_e,M00017_e
M00115_e,M00115_e
M00117_e,M00117_e
M00265_e,M00265_e
M01207_e,M01207_e
M01235_e,M01235_e
M01238_e,M01238_e
M01582_e,M01582_e
M02053_e,M02053_e
M02745_e,M02745_e
M03051_e,M03051_e
M03153_e,M03153_e
M02909_e,M02909_e
M03134_e,M03134_e
xolest2_hs_r,xolest2_hs_r
M03134_c,M03134_c
M02694_c,M02694_c
M02107_m,M02107_m
M02616_m,M02616_m
M03116_c,M03116_c
M03051_c,M03051_c
M00117_c,M00117_c
HC10784_c,HC10784_c
M02745_c,M02745_c
M00003_c,M00003_c
M00004_c,M00004_c
M01238_c,M01238_c
M01237_c,M01237_c
M00115_c,M00115_c
M00017_c,M00017_c
M00018_c,M00018_c
M01235_c,M01235_c
M01207_c,M01207_c
M00101_c,M00101_c
M02053_c,M02053_c
M01582_c,M01582_c
M00006_c,M00006_c
M03047_c,M03047_c
M03153_c,M03153_c
M02112_c,M02112_c
M00343_c,M00343_c
M00023_c,M00023_c
M00265_c,M00265_c
HC02050_c,HC02050_c
HC02054_c,HC02054_c
HC02056_c,HC02056_c
HC02060_c,HC02060_c
M02758_c,M02758_c
HC02076_c,HC02076_c
sphmyln_hs_r,sphmyln_hs_r
galgluside_hs_r,galgluside_hs_r
M03131_c,M03131_c
gm1b_hs_c,gm1b_hs_c
gm3_hs_c,gm3_hs_c
M02012_l,M02012_l
M02013_l,M02013_l
acglcgalgluside_hs_c,acglcgalgluside_hs_c
galacglcgalgluside_hs_c,galacglcgalgluside_hs_c
galfucgalacglcgalgluside_hs_c,galfucgalacglcgalgluside_hs_c
acngal14acglcgalgluside_hs_c,acngal14acglcgalgluside_hs_c
acglcgalacglcgal14acglcgalgluside_hs_c,acglcgalacglcgal14acglcgalgluside_hs_c
M02186_c,M02186_c
M02490_c,M02490_c
M01881_c,M01881_c
5HPET_m,5HPET_m
arachd_n,arachd_n
gthox_r,cpd:C00127_r
HC02217_r,cpd:C05956_r
M00957_c,M00957_c
M00955_c,M00955_c
M01067_c,M01067_c
M00962_c,M00962_c
M00958_c,M00958_c
M00960_c,M00960_c
M00956_c,M00956_c
HC01459_m,cpd:C05450_m
M00978_c,M00978_c
M01083_c,M01083_c
M01077_m,M01077_m
M01080_m,M01080_m
M00742_m,M00742_m
M02977_c,M02977_c
M00615_c,M00615_c
M00615_x,M00615_x
M00625_m,M00625_m
M00979_c,M00979_c
M00605_c,M00605_c
M02760_c,M02760_c
M02761_c,M02761_c
M00285_c,M00285_c
M00429_m,M00429_m
hestratriol_l,hestratriol_l
M00790_c,M00790_c
M00054_c,M00054_c
M00778_c,M00778_c
M00907_c,M00907_c
M00802_c,M00802_c
M00067_c,M00067_c
M00715_c,M00715_c
M03016_c,M03016_c
M00702_c,M00702_c
M00707_c,M00707_c
M03018_c,M03018_c
M00699_c,M00699_c
M03011_c,M03011_c
M00704_c,M00704_c
M03017_c,M03017_c
M00086_c,M00086_c
M03005_c,M03005_c
M03006_c,M03006_c
M01729_m,M01729_m
M03050_m,M03050_m
M02973_m,M02973_m
M00129_m,M00129_m
M02976_m,M02976_m
M01141_m,M01141_m
M01191_m,M01191_m
M02102_c,M02102_c
M02103_c,M02103_c
M00020_m,M00020_m
M00127_m,M00127_m
M02638_c,M02638_c
M00116_m,M00116_m
M02611_c,M02611_c
M02612_m,M02612_m
M01776_m,M01776_m
M01777_m,M01777_m
CE5151_m,cpd:C16530_m
M01775_m,M01775_m
M01236_m,M01236_m
M00122_c,M00122_c
M00123_m,M00123_m
M00100_c,M00100_c
M02051_m,M02051_m
M02052_m,M02052_m
M01724_m,M01724_m
M01727_m,M01727_m
M01726_m,M01726_m
M02637_m,M02637_m
M00011_m,M00011_m
M00012_m,M00012_m
M00342_m,M00342_m
M00261_c,M00261_c
M01770_m,M01770_m
M00022_c,M00022_c
M00263_m,M00263_m
ddcacoa_r,cpd:C01832_r
HC10784_r,HC10784_r
ptdcacoa_r,ptdcacoa_r
hpdcacoa_r,hpdcacoa_r
M00004_r,M00004_r
M01237_r,M01237_r
odecrn_r,odecrn_r
vacccoa_r,vacccoa_r
lneldccoa_r,lneldccoa_r
M00018_r,M00018_r
M00101_r,M00101_r
M00006_r,M00006_r
strdnccrn_r,strdnccrn_r
c226coa_r,c226coa_r
M00343_r,M00343_r
lnlncgcrn_r,lnlncgcrn_r
M00023_r,M00023_r
M03047_r,M03047_r
M02112_r,M02112_r
tettet6coa_r,tettet6coa_r
ddca_r,ddca_r
M03051_r,M03051_r
M02745_r,M02745_r
ttdcea_r,ttdcea_r
M00117_r,M00117_r
hpdca_r,hpdca_r
M00003_r,M00003_r
M01238_r,M01238_r
elaid_r,elaid_r
M00017_r,M00017_r
M01235_r,M01235_r
M01207_r,M01207_r
M02053_r,M02053_r
doco13ac_r,cpd:C08316_r
M01582_r,M01582_r
lgnc_r,lgnc_r
hexc_r,hexc_r
M03153_r,M03153_r
tetpent3_r,tetpent3_r
crvnc_r,crvnc_r
adrn_r,adrn_r
tettet6_r,tettet6_r
M03047_x,M03047_x
M02112_x,M02112_x
CE2249_x,CE2249_x
CE2242_x,CE2242_x
CE2246_x,CE2246_x
CE2243_x,CE2243_x
CE2251_x,CE2251_x
HC01415_x,HC01415_x
HC01407_x,HC01407_x
HC01408_x,HC01408_x
CE2250_m,CE2250_m
CE2247_m,CE2247_m
CE2248_m,cpd:C16217_m
M00044_m,M00044_m
M00873_m,M00873_m
M00887_m,M00887_m
M00046_m,M00046_m
M00061_m,M00061_m
M00795_m,M00795_m
M00897_m,M00897_m
M00804_m,M00804_m
M00071_m,M00071_m
M00806_m,M00806_m
M00056_m,M00056_m
M00782_m,M00782_m
M00877_m,M00877_m
M00063_m,M00063_m
CE5154_m,CE5154_m
CE5152_m,CE5152_m
CE5144_m,CE5144_m
M03019_m,M03019_m
M00849_m,M00849_m
M01573_m,M01573_m
M03014_m,M03014_m
M00843_m,M00843_m
M03016_x,M03016_x
M00715_x,M00715_x
CE5158_x,CE5158_x
CE5157_x,CE5157_x
CE5156_x,CE5156_x
CE5155_x,CE5155_x
CE5153_x,CE5153_x
CE5150_x,CE5150_x
CE5148_x,CE5148_x
M00172_x,M00172_x
M03022_x,M03022_x
M00885_x,M00885_x
CE5116_m,CE5116_m
CE4791_m,CE4791_m
CE2437_m,CE2437_m
CE2439_m,CE2439_m
CE2441_m,CE2441_m
M01454_r,M01454_r
M01455_r,M01455_r
M01456_r,M01456_r
M01457_r,M01457_r
M01464_r,M01464_r
M01465_r,M01465_r
M01467_r,M01467_r
M01472_r,M01472_r
M01475_r,M01475_r
M01476_r,M01476_r
M01479_r,M01479_r
M01480_r,M01480_r
M01483_r,M01483_r
M01484_r,M01484_r
M01485_r,M01485_r
M01486_r,M01486_r
M01490_r,M01490_r
M01494_r,M01494_r
M01497_r,M01497_r
M01508_r,M01508_r
nadh_e,cpd:C00004_e
M00245_c,M00245_c
pail5p_hs_g,pail5p_hs_g
M01165_m,M01165_m
M00770_m,M00770_m
peplys_c,peplys_c
Ntmelys_c,Ntmelys_c
M01872_g,M01872_g
sTn_antigen_c,sTn_antigen_c
Ser_Gly_Ala_X_Gly_c,Ser_Gly_Ala_X_Gly_c
M01870_g,M01870_g
(GlcNAc)7 (Man)3 (Asn)1,(GlcNAc)7 (Man)3 (Asn)1
M00673_c,M00673_c
ditp_e,cpd:C01345_e
HC01361_c,cpd:C04874_c
hnifedipine_e,hnifedipine_e
M02449_c,M02449_c
M02449_e,M02449_e
M02451_c,M02451_c
M02451_e,M02451_e
M01966_c,M01966_c
adpman_e,adpman_e
M01966_e,M01966_e
M02837_e,M02837_e
M02035_c,M02035_c
M02035_e,M02035_e
mem2emgacpail_prot_hs_c,mem2emgacpail_prot_hs_c
M01881_e,M01881_e
M03131_e,M03131_e
kdn_e,kdn_e
core7_c,core7_c
mem2emgacpail_prot_hs_e,mem2emgacpail_prot_hs_e
12dhchol_c,12dhchol_c
12dhchol_e,12dhchol_e
3dhcdchol_c,3dhcdchol_c
3dhcdchol_e,3dhcdchol_e
3dhlchol_c,3dhlchol_c
3dhlchol_e,3dhlchol_e
ca24g_c,ca24g_c
ca24g_r,ca24g_r
ca24g_e,ca24g_e
cdca24g_c,cdca24g_c
cdca24g_r,cdca24g_r
cdca24g_e,cdca24g_e
hyochol_c,hyochol_c
dca3s_c,dca3s_c
dca3s_e,dca3s_e
gca3s_c,gca3s_c
gcdca3s_c,gcdca3s_c
gdca3s_c,gdca3s_c
hca24g_c,hca24g_c
hca6g_c,hca6g_c
hdca24g_c,hdca24g_c
hdca6g_c,hdca6g_c
icdchol_c,icdchol_c
lca3g_c,lca3g_c
tdca3s_c,tdca3s_c
thyochol_c,thyochol_c
tudca3s_c,tudca3s_c
gca3s_e,gca3s_e
gcdca3s_e,gcdca3s_e
gdca3s_e,gdca3s_e
hca24g_e,hca24g_e
hca6g_e,hca6g_e
hdca24g_e,hdca24g_e
hdca6g_e,hdca6g_e
hyochol_e,hyochol_e
icdchol_e,icdchol_e
lca3g_e,lca3g_e
tdca3s_e,tdca3s_e
thyochol_e,thyochol_e
tudca3s_e,tudca3s_e
hyochol_r,hyochol_r
hca24g_r,hca24g_r
hca6g_r,hca6g_r
hdca24g_r,hdca24g_r
hdca6g_r,hdca6g_r
lca3g_r,lca3g_r
12htacr_r,12htacr_r
12htacr_c,12htacr_c
12htacr_e,12htacr_e
13dmt_r,13dmt_r
1331tacr_r,1331tacr_r
1331tacr_c,1331tacr_c
1331tacr_e,1331tacr_e
13dmt_c,13dmt_c
13dmt_e,13dmt_e
4ohmdz_r,4ohmdz_r
14hmdz_r,14hmdz_r
14hmdz_c,14hmdz_c
14hmdz_e,14hmdz_e
1hmdgluc_r,1hmdgluc_r
1hmdgluc_e,1hmdgluc_e
1hmdgluc_c,1hmdgluc_c
mdz_r,mdz_r
2hatvacid_c,2hatvacid_c
2hatvlac_c,2hatvlac_c
2hatvacid_r,2hatvacid_r
2hatvacid_e,2hatvacid_e
2hatvlac_r,2hatvlac_r
2hatvlacgluc_r,2hatvlacgluc_r
2hatvlacgluc_c,2hatvlacgluc_c
2hatvlacgluc_e,2hatvlacgluc_e
2hatvlac_e,2hatvlac_e
2hibup__R_c,2hibup__R_c
2hibup__R_e,2hibup__R_e
2hibup__S_r,2hibup__S_r
2hibup__S_c,2hibup__S_c
2hibup__S_e,2hibup__S_e
35dhpvs_r,35dhpvs_r
35dhpvs_c,35dhpvs_c
35dhpvs_e,35dhpvs_e
smv_r,smv_r
3hibupglu__S_c,3hibupglu__S_c
3hibupglu__S_e,3hibupglu__S_e
3hibup__S_r,3hibup__S_r
3hibupglu__S_r,3hibupglu__S_r
3hibup__S_c,3hibup__S_c
3hibup__S_e,3hibup__S_e
3hlvst_c,3hlvst_c
3hlvstacid_c,3hlvstacid_c
3hlvstacid_e,3hlvstacid_e
3hpvscoa_x,3hpvscoa_x
3hpvstetcoa_x,3hpvstetcoa_x
6hsmv_r,6hsmv_r
3ohacmp_c,3ohacmp_c
3meacmp_c,3meacmp_c
acmp_r,acmp_r
3ohacmp_r,3ohacmp_r
3ohacmp_e,3ohacmp_e
4bhglz_c,4bhglz_c
4bhglz_e,4bhglz_e
glz_r,glz_r
4bhglz_r,4bhglz_r
4hatvacid_r,4hatvacid_r
4hatvacid_c,4hatvacid_c
4hatvacid_e,4hatvacid_e
4hmdgluc_c,4hmdgluc_c
4hmdgluc_e,4hmdgluc_e
4hmdgluc_r,4hmdgluc_r
4ohmdz_c,4ohmdz_c
4ohmdz_e,4ohmdz_e
56eppvs_r,56eppvs_r
56eppvs_c,56eppvs_c
56eppvs_e,56eppvs_e
fvs_r,fvs_r
6ahglz_c,6ahglz_c
6ahglz_e,6ahglz_e
6ahglz_r,6ahglz_r
6bhglzglc_c,6bhglzglc_c
6bhglzglc_e,6bhglzglc_e
6bhglzglc_r,6bhglzglc_r
6csmvacid_c,6csmvacid_c
6csmvacid_e,6csmvacid_e
6msmv_r,6msmv_r
6hlvst_c,6hlvst_c
6hlvst_e,6hlvst_e
6hmsmvacid_c,6hmsmvacid_c
6hmsmvacid_e,6hmsmvacid_e
6hsmv_c,6hsmv_c
6ohfvs_r,6ohfvs_r
6ohfvs_c,6ohfvs_c
6ohfvs_e,6ohfvs_e
